"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	213	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	214	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	237	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	197	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	177	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	153	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	193	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	281	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	220	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	221	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	206	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	181	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	167	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	175	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	199	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	205	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	199	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	243	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	258	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	220	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	202	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	167	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	164	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	158	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	177	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	206	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	210	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	211	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	245	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	203	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	215	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	164	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	180	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	161	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	161	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	198	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	253	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	249	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	210	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	221	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	156	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	176	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	183	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	205	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	232	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	240	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	297	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	256	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	255	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	222	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	199	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	211	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	210	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	190	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	176	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	205	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	272	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	228	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	218	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	260	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	241	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	226	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	221	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2009"	"2009/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	217	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2009"	"2009/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	226	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2009"	"2009/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	196	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2009"	"2009/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	261	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2009"	"2009/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2009"	"2009/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	281	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	278	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	292	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	266	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	210	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	218	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	221	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	234	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	204	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	291	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2011"	"2011/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	292	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2011"	"2011/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	259	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2011"	"2011/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	281	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2011"	"2011/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	257	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2011"	"2011/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	236	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2011"	"2011/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2011"	"2011/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	241	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2011"	"2011/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	226	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2011"	"2011/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2011"	"2011/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	213	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2011"	"2011/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	232	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2011"	"2011/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	273	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2012"	"2012/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	262	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2012"	"2012/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	256	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2012"	"2012/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	251	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2012"	"2012/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2012"	"2012/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	224	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2012"	"2012/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	218	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2012"	"2012/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	230	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2012"	"2012/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	254	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2012"	"2012/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	214	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2012"	"2012/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	239	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2012"	"2012/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	295	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2012"	"2012/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	345	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2013"	"2013/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	344	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2013"	"2013/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	279	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2013"	"2013/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	297	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2013"	"2013/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	267	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2013"	"2013/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	251	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2013"	"2013/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	202	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2013"	"2013/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2013"	"2013/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	206	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2013"	"2013/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	234	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2013"	"2013/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2013"	"2013/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	240	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2013"	"2013/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	289	Not Applicable	Not Applicable
