"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2000"	"2000/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	230	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2000"	"2000/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2000"	"2000/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	145	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2000"	"2000/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	137	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2000"	"2000/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	105	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2000"	"2000/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	145	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2000"	"2000/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	127	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2000"	"2000/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	127	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2000"	"2000/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	119	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2000"	"2000/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	128	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2000"	"2000/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	116	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2000"	"2000/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	172	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	180	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	159	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	180	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	166	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	160	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	137	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	109	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	123	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	151	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	172	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	194	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	183	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	229	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	148	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	142	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	154	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	121	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	146	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	134	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	176	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	183	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	206	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	190	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	169	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	163	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	154	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	147	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	150	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	129	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	229	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	235	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	191	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	196	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	170	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	154	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	147	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	149	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	139	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	155	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	155	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	222	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	232	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	192	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	159	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	177	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	142	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	147	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	138	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	157	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	181	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	185	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	200	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	196	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	214	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	194	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	150	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	150	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	158	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	138	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	140	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	151	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	222	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	225	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	227	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	185	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	196	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	139	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	153	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	174	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	166	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	162	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	182	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	210	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	213	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	274	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	231	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	230	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	201	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	185	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	190	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	173	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	161	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	189	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	251	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	205	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	194	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	242	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	220	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	206	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	197	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2009"	"2009/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	199	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2009"	"2009/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	204	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2009"	"2009/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2009"	"2009/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	235	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2009"	"2009/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2009"	"2009/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	253	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2010"	"2010/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	245	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2010"	"2010/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	254	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2010"	"2010/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	262	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2010"	"2010/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	245	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2010"	"2010/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	185	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2010"	"2010/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2010"	"2010/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	171	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2010"	"2010/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	178	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2010"	"2010/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	195	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2010"	"2010/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	210	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2010"	"2010/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2010"	"2010/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	268	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2011"	"2011/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	273	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2011"	"2011/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	246	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2011"	"2011/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	265	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2011"	"2011/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	239	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2011"	"2011/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	224	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2011"	"2011/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	179	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2011"	"2011/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	226	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2011"	"2011/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	207	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2011"	"2011/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	191	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2011"	"2011/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	204	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2011"	"2011/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	216	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2011"	"2011/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	252	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2012"	"2012/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	245	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2012"	"2012/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	241	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2012"	"2012/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	232	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2012"	"2012/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	216	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2012"	"2012/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	209	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2012"	"2012/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	201	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2012"	"2012/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	222	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2012"	"2012/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	240	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2012"	"2012/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	206	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2012"	"2012/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	226	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2012"	"2012/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	278	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2012"	"2012/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	327	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2013"	"2013/01"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	322	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2013"	"2013/02"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	263	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2013"	"2013/03"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	281	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2013"	"2013/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	247	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2013"	"2013/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	234	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2013"	"2013/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	188	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2013"	"2013/07"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	198	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2013"	"2013/08"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	192	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2013"	"2013/09"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	222	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2013"	"2013/10"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	216	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2013"	"2013/11"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	229	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2013"	"2013/12"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	276	Not Applicable	Not Applicable
