"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	"Asthma (J45-J46)"	"GR113-085"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	"Asthma (J45-J46)"	"GR113-085"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	"Asthma (J45-J46)"	"GR113-085"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2009"	"2009/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2009"	"2009/08"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2009"	"2009/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2009"	"2009/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2009"	"2009/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2009"	"2009/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2010"	"2010/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2010"	"2010/02"	"Asthma (J45-J46)"	"GR113-085"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2010"	"2010/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2010"	"2010/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2010"	"2010/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2010"	"2010/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2010"	"2010/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2010"	"2010/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2010"	"2010/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2010"	"2010/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2010"	"2010/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2010"	"2010/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2011"	"2011/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2011"	"2011/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2011"	"2011/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2011"	"2011/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2011"	"2011/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2011"	"2011/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2011"	"2011/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2011"	"2011/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2011"	"2011/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2011"	"2011/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2011"	"2011/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2011"	"2011/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2012"	"2012/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2012"	"2012/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2012"	"2012/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2012"	"2012/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2012"	"2012/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2012"	"2012/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2012"	"2012/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2012"	"2012/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2012"	"2012/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2012"	"2012/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2012"	"2012/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2012"	"2012/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2013"	"2013/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2013"	"2013/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2013"	"2013/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2013"	"2013/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2013"	"2013/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2013"	"2013/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2013"	"2013/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2013"	"2013/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2013"	"2013/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2013"	"2013/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2013"	"2013/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2013"	"2013/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2014"	"2014/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2014"	"2014/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2014"	"2014/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2014"	"2014/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2014"	"2014/05"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2014"	"2014/06"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2014"	"2014/07"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2014"	"2014/08"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2014"	"2014/09"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2014"	"2014/10"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2014"	"2014/11"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2014"	"2014/12"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2015"	"2015/01"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2015"	"2015/02"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2015"	"2015/03"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2015"	"2015/04"	"Asthma (J45-J46)"	"GR113-085"	Suppressed	Not Applicable	Not Applicable
