"Notes"	"State"	"State Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Jan., 2001"	"2001/01"	"Emphysema (J43)"	"GR113-084"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2001"	"2001/02"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2001"	"2001/03"	"Emphysema (J43)"	"GR113-084"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2001"	"2001/04"	"Emphysema (J43)"	"GR113-084"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2001"	"2001/05"	"Emphysema (J43)"	"GR113-084"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2001"	"2001/06"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2001"	"2001/07"	"Emphysema (J43)"	"GR113-084"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2001"	"2001/08"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2001"	"2001/09"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2001"	"2001/10"	"Emphysema (J43)"	"GR113-084"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2001"	"2001/11"	"Emphysema (J43)"	"GR113-084"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2001"	"2001/12"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2002"	"2002/01"	"Emphysema (J43)"	"GR113-084"	31	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2002"	"2002/02"	"Emphysema (J43)"	"GR113-084"	38	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2002"	"2002/03"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2002"	"2002/04"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2002"	"2002/05"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2002"	"2002/06"	"Emphysema (J43)"	"GR113-084"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2002"	"2002/07"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2002"	"2002/08"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2002"	"2002/09"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2002"	"2002/10"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2002"	"2002/11"	"Emphysema (J43)"	"GR113-084"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2002"	"2002/12"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2003"	"2003/01"	"Emphysema (J43)"	"GR113-084"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2003"	"2003/02"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2003"	"2003/03"	"Emphysema (J43)"	"GR113-084"	29	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2003"	"2003/04"	"Emphysema (J43)"	"GR113-084"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2003"	"2003/05"	"Emphysema (J43)"	"GR113-084"	25	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2003"	"2003/06"	"Emphysema (J43)"	"GR113-084"	26	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2003"	"2003/07"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2003"	"2003/08"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2003"	"2003/09"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2003"	"2003/10"	"Emphysema (J43)"	"GR113-084"	24	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2003"	"2003/11"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2003"	"2003/12"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2004"	"2004/01"	"Emphysema (J43)"	"GR113-084"	33	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2004"	"2004/02"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2004"	"2004/03"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2004"	"2004/04"	"Emphysema (J43)"	"GR113-084"	27	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2004"	"2004/05"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2004"	"2004/06"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2004"	"2004/07"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2004"	"2004/08"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2004"	"2004/09"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2004"	"2004/10"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2004"	"2004/11"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2004"	"2004/12"	"Emphysema (J43)"	"GR113-084"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2005"	"2005/01"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2005"	"2005/02"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2005"	"2005/03"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2005"	"2005/04"	"Emphysema (J43)"	"GR113-084"	23	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2005"	"2005/05"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2005"	"2005/06"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2005"	"2005/07"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2005"	"2005/08"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2005"	"2005/09"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2005"	"2005/10"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2005"	"2005/11"	"Emphysema (J43)"	"GR113-084"	21	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2005"	"2005/12"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2006"	"2006/01"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2006"	"2006/02"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2006"	"2006/03"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2006"	"2006/04"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2006"	"2006/05"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2006"	"2006/06"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2006"	"2006/07"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2006"	"2006/08"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2006"	"2006/09"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2006"	"2006/10"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2006"	"2006/11"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2006"	"2006/12"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2007"	"2007/01"	"Emphysema (J43)"	"GR113-084"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2007"	"2007/02"	"Emphysema (J43)"	"GR113-084"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2007"	"2007/03"	"Emphysema (J43)"	"GR113-084"	30	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2007"	"2007/04"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2007"	"2007/05"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2007"	"2007/06"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2007"	"2007/07"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2007"	"2007/08"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2007"	"2007/09"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2007"	"2007/10"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2007"	"2007/11"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2007"	"2007/12"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2008"	"2008/01"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2008"	"2008/02"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2008"	"2008/03"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2008"	"2008/04"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2008"	"2008/05"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2008"	"2008/06"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2008"	"2008/07"	"Emphysema (J43)"	"GR113-084"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2008"	"2008/08"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2008"	"2008/09"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2008"	"2008/10"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2008"	"2008/11"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2008"	"2008/12"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2009"	"2009/01"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2009"	"2009/02"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2009"	"2009/03"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2009"	"2009/04"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2009"	"2009/05"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2009"	"2009/06"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2009"	"2009/07"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2009"	"2009/08"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2009"	"2009/09"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2009"	"2009/10"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2009"	"2009/11"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2009"	"2009/12"	"Emphysema (J43)"	"GR113-084"	20	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2010"	"2010/01"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2010"	"2010/02"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2010"	"2010/03"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2010"	"2010/04"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2010"	"2010/05"	"Emphysema (J43)"	"GR113-084"	22	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2010"	"2010/06"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2010"	"2010/07"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2010"	"2010/08"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2010"	"2010/09"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2010"	"2010/10"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2010"	"2010/11"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2010"	"2010/12"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2011"	"2011/01"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2011"	"2011/02"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2011"	"2011/03"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2011"	"2011/04"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2011"	"2011/05"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2011"	"2011/06"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2011"	"2011/07"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2011"	"2011/08"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2011"	"2011/09"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2011"	"2011/10"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2011"	"2011/11"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2011"	"2011/12"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2012"	"2012/01"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2012"	"2012/02"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2012"	"2012/03"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2012"	"2012/04"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2012"	"2012/05"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2012"	"2012/06"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2012"	"2012/07"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2012"	"2012/08"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2012"	"2012/09"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2012"	"2012/10"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2012"	"2012/11"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2012"	"2012/12"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2013"	"2013/01"	"Emphysema (J43)"	"GR113-084"	17	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2013"	"2013/02"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2013"	"2013/03"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2013"	"2013/04"	"Emphysema (J43)"	"GR113-084"	16	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2013"	"2013/05"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2013"	"2013/06"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2013"	"2013/07"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2013"	"2013/08"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2013"	"2013/09"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2013"	"2013/10"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2013"	"2013/11"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2013"	"2013/12"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2014"	"2014/01"	"Emphysema (J43)"	"GR113-084"	18	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2014"	"2014/02"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2014"	"2014/03"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2014"	"2014/04"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2014"	"2014/05"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2014"	"2014/06"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2014"	"2014/07"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2014"	"2014/08"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2014"	"2014/09"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2014"	"2014/10"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2014"	"2014/11"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2014"	"2014/12"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2015"	"2015/01"	"Emphysema (J43)"	"GR113-084"	13	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2015"	"2015/02"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2015"	"2015/03"	"Emphysema (J43)"	"GR113-084"	12	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2015"	"2015/04"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2015"	"2015/05"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2015"	"2015/06"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2015"	"2015/07"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Aug., 2015"	"2015/08"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Alabama"	"01"	"Sep., 2015"	"2015/09"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Oct., 2015"	"2015/10"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Nov., 2015"	"2015/11"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Dec., 2015"	"2015/12"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jan., 2016"	"2016/01"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Feb., 2016"	"2016/02"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Mar., 2016"	"2016/03"	"Emphysema (J43)"	"GR113-084"	14	Not Applicable	Not Applicable
	"Alabama"	"01"	"Apr., 2016"	"2016/04"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"May, 2016"	"2016/05"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jun., 2016"	"2016/06"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
	"Alabama"	"01"	"Jul., 2016"	"2016/07"	"Emphysema (J43)"	"GR113-084"	Suppressed	Not Applicable	Not Applicable
