"Notes"	"County"	"County Code"	"Month"	"Month Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Walker County, AL"	"01127"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Walker County, AL"	"01127"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Cochise County, AZ"	"04003"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	141	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	114	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	158	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	120	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	113	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	124	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	113	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	101	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	106	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	118	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	130	Not Applicable	Not Applicable
	"Maricopa County, AZ"	"04013"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	144	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	20	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	24	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable
	"Mohave County, AZ"	"04015"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	51	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	47	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	71	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	49	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	46	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	30	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	37	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	38	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	27	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	32	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	46	Not Applicable	Not Applicable
	"Pima County, AZ"	"04019"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	55	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	24	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable
	"Pinal County, AZ"	"04021"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	19	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	21	Not Applicable	Not Applicable
	"Yavapai County, AZ"	"04025"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	17	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable
	"Yuma County, AZ"	"04027"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Benton County, AR"	"05007"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Craighead County, AR"	"05031"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable
	"Garland County, AR"	"05051"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	15	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	14	Not Applicable	Not Applicable
	"Pulaski County, AR"	"05119"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Saline County, AR"	"05125"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Sebastian County, AR"	"05131"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Washington County, AR"	"05143"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	40	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	34	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	40	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	35	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"May, 2010"	"2010/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	37	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	28	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	30	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	32	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	31	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Oct., 2010"	"2010/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	35	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	27	Not Applicable	Not Applicable
	"Alameda County, CA"	"06001"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	32	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Jan., 2010"	"2010/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Feb., 2010"	"2010/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Mar., 2010"	"2010/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	18	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Apr., 2010"	"2010/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	22	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Jun., 2010"	"2010/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	13	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Jul., 2010"	"2010/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Aug., 2010"	"2010/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Sep., 2010"	"2010/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	10	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Nov., 2010"	"2010/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	12	Not Applicable	Not Applicable
	"Butte County, CA"	"06007"	"Dec., 2010"	"2010/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	16	Not Applicable	Not Applicable
